CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINECODE,INSPDATE,ACTION,VIOLCODE,SCORE,CURRENTGRADE,GRADEDATE,RECORDDATE
40391913,THE NIPPON CLUB,1,145,WEST   57 STREET,10019,2125812223,49,03/13/13 0:00,D,08C,9,A,03/13/13 0:00,01:06.2
40397180,SOUEN RESTAURANT,1,28,EAST   13 STREET,10003,2126277150,49,04/17/13 0:00,F,04J,59,C,04/17/13 0:00,01:06.2
40397520,SHARAKU JAPANESE RESTAURANT,1,14,STUYVESANT STREET,10003,2125980403,49,03/27/13 0:00,F,04L,25,B,03/27/13 0:00,01:06.2
40393712,SHABU TATSU,1,216,EAST   10 STREET                                  ,10003,2124772972,49,03/12/13 0:00,D,06C,12,A,03/12/13 0:00,01:06.2
40393712,SHABU TATSU,1,216,EAST   10 STREET                                  ,10003,2124772972,49,03/12/13 0:00,D,10H,12,A,03/12/13 0:00,01:06.2
40393712,SHABU TATSU,1,216,EAST   10 STREET                                  ,10003,2124772972,49,03/12/13 0:00,D,10B,12,A,03/12/13 0:00,01:06.2
40394560,MARUMI,1,546,LA GUARDIA PLACE,10012,2129797055,49,09/5/13 0:00,U,03C,23,Z,09/5/13 0:00,01:06.2
40397108,OSAKA SUSHI,5,1440,FOREST AVENUE,10302,7187272211,49,04/2/13 0:00,D,10F,13,A,04/2/13 0:00,01:06.2
40397180,SOUEN RESTAURANT,1,28,EAST   13 STREET,10003,2126277150,49,04/17/13 0:00,F,03A,59,C,04/17/13 0:00,01:06.2
40397180,SOUEN RESTAURANT,1,28,EAST   13 STREET,10003,2126277150,49,04/17/13 0:00,F,06D,59,C,04/17/13 0:00,01:06.2
40397108,OSAKA SUSHI,5,1440,FOREST AVENUE,10302,7187272211,49,04/2/13 0:00,D,06D,13,A,04/2/13 0:00,01:06.2
40397108,OSAKA SUSHI,5,1440,FOREST AVENUE,10302,7187272211,49,04/2/13 0:00,D,06E,13,A,04/2/13 0:00,01:06.2
40397180,SOUEN RESTAURANT,1,28,EAST   13 STREET,10003,2126277150,49,04/17/13 0:00,F,10F,59,C,04/17/13 0:00,01:06.2
40397520,SHARAKU JAPANESE RESTAURANT,1,14,STUYVESANT STREET,10003,2125980403,49,03/27/13 0:00,F,04N,25,B,03/27/13 0:00,01:06.2
40397687,USAGI,1,320,EAST   49 STREET                                  ,10017,2129352002,49,11/29/12 0:00,D,10F,4,A,11/29/12 0:00,01:06.2
40397180,SOUEN RESTAURANT,1,28,EAST   13 STREET,10003,2126277150,49,04/17/13 0:00,F,02C,59,C,04/17/13 0:00,01:06.2
40397180,SOUEN RESTAURANT,1,28,EAST   13 STREET,10003,2126277150,49,04/17/13 0:00,F,02B,59,C,04/17/13 0:00,01:06.2
40397180,SOUEN RESTAURANT,1,28,EAST   13 STREET,10003,2126277150,49,04/17/13 0:00,F,06C,59,C,04/17/13 0:00,01:06.2
40397180,SOUEN RESTAURANT,1,28,EAST   13 STREET,10003,2126277150,49,04/17/13 0:00,F,02H,59,C,04/17/13 0:00,01:06.2
40397687,USAGI,1,320,EAST   49 STREET                                  ,10017,2129352002,49,11/29/12 0:00,D,08C,4,A,11/29/12 0:00,01:06.2
40397520,SHARAKU JAPANESE RESTAURANT,1,14,STUYVESANT STREET,10003,2125980403,49,03/27/13 0:00,F,06F,25,B,03/27/13 0:00,01:06.2
40401946,NOBU,1,105,HUDSON STREET,10013,2122190500,49,06/19/13 0:00,D,06D,13,A,06/19/13 0:00,01:06.2
40397520,SHARAKU JAPANESE RESTAURANT,1,14,STUYVESANT STREET,10003,2125980403,49,03/27/13 0:00,F,04C,25,B,03/27/13 0:00,01:06.2
40400049,PANYA/THE BARREL,1,10-Aug,STUYVESANT STREET,10003,2125980402,49,12/27/12 0:00,D,10F,2,A,12/27/12 0:00,01:06.2
40402095,SUSHIDEN,1,1251,AVENUE OF THE AMERICAS,10020,2123982800,49,08/14/13 0:00,D,10F,10,A,08/14/13 0:00,01:06.2
40401946,NOBU,1,105,HUDSON STREET,10013,2122190500,49,06/19/13 0:00,D,06A,13,A,06/19/13 0:00,01:06.2
40516149,AZUSA OF JAPAN,1,3,EAST 44 STREET,10017,2126810001,49,04/24/13 0:00,D,06C,8,A,04/24/13 0:00,01:06.2
40512258,BLUE RIBBON SUSHI,1,119,SULLIVAN STREET,10012,2123430404,49,05/29/13 0:00,D,02G,9,A,05/29/13 0:00,01:06.2
40402095,SUSHIDEN,1,1251,AVENUE OF THE AMERICAS,10020,2123982800,49,08/14/13 0:00,D,02B,10,A,08/14/13 0:00,01:06.2
40516149,AZUSA OF JAPAN,1,3,EAST 44 STREET,10017,2126810001,49,04/24/13 0:00,D,10F,8,A,04/24/13 0:00,01:06.2
40550150,AKIYAMA JAPANESE RESTAURANT,4,132-16,14 AVENUE,11356,7187470529,49,06/6/13 0:00,D,06C,12,A,06/6/13 0:00,01:06.2
40534442,SUSHI FAMILY,4,252-01,NORTHERN BOULEVARD,11362,7182290110,49,07/15/13 0:00,U,02B,9,A,07/15/13 0:00,01:06.2
40534442,SUSHI FAMILY,4,252-01,NORTHERN BOULEVARD,11362,7182290110,49,07/15/13 0:00,U,10B,9,A,07/15/13 0:00,01:06.2
40561058,MIYAGI JAPANESE HOME COOKING,1,220,WEST   13 STREET,10011,2126203830,49,02/11/13 0:00,U,04L,27,Z,02/11/13 0:00,01:06.2
40545227,ARIYOSHI JAPANESE RESTAURANT,4,41-13,QUEENS BOULEVARD,11104,7189373288,49,05/2/13 0:00,F,02B,32,C,05/2/13 0:00,01:06.2
40546234,KURUMAZUSHI RESTAURANT,1,7,EAST 47 STREET,10017,2123172802,49,03/27/13 0:00,D,04C,12,A,03/27/13 0:00,01:06.2
40550150,AKIYAMA JAPANESE RESTAURANT,4,132-16,14 AVENUE,11356,7187470529,49,06/6/13 0:00,D,06E,12,A,06/6/13 0:00,01:06.2
40561058,MIYAGI JAPANESE HOME COOKING,1,220,WEST   13 STREET,10011,2126203830,49,02/11/13 0:00,U,08A,27,Z,02/11/13 0:00,01:06.2
40561171,SHIMA,1,188,2 AVENUE,10003,2122606303,49,01/7/13 0:00,U,04C,24,B,01/7/13 0:00,01:06.2
40542427,SAKAGURA,1,211,EAST   43 STREET,10017,2129537253,49,08/12/13 0:00,D,10F,2,A,08/12/13 0:00,01:06.2
40570878,NOODLE CAFE ZEN,1,31,SAINT MARK'S PLACE,10003,2125336855,49,04/9/13 0:00,F,02G,23,B,04/9/13 0:00,01:06.2
40545227,ARIYOSHI JAPANESE RESTAURANT,4,41-13,QUEENS BOULEVARD,11104,7189373288,49,05/2/13 0:00,F,06E,32,C,05/2/13 0:00,01:06.2
40545227,ARIYOSHI JAPANESE RESTAURANT,4,41-13,QUEENS BOULEVARD,11104,7189373288,49,05/2/13 0:00,F,02G,32,C,05/2/13 0:00,01:06.2
40545227,ARIYOSHI JAPANESE RESTAURANT,4,41-13,QUEENS BOULEVARD,11104,7189373288,49,05/2/13 0:00,F,06F,32,C,05/2/13 0:00,01:06.2
40560896,YAKITORI TAISHO,1,5,ST MARKS PLACE,10003,2122285086,49,04/16/13 0:00,F,02G,17,B,04/16/13 0:00,01:06.2
40560896,YAKITORI TAISHO,1,5,ST MARKS PLACE,10003,2122285086,49,04/16/13 0:00,F,06A,17,B,04/16/13 0:00,01:06.2
40561058,MIYAGI JAPANESE HOME COOKING,1,220,WEST   13 STREET,10011,2126203830,49,02/11/13 0:00,U,04C,27,Z,02/11/13 0:00,01:06.2
40561058,MIYAGI JAPANESE HOME COOKING,1,220,WEST   13 STREET,10011,2126203830,49,02/11/13 0:00,U,10F,27,Z,02/11/13 0:00,01:06.2
40561171,SHIMA,1,188,2 AVENUE,10003,2122606303,49,01/7/13 0:00,U,08A,24,B,01/7/13 0:00,01:06.2
40580639,UDON WEST,1,11,ST MARKS PLACE,10003,6466915269,49,06/26/13 0:00,F,10F,37,C,06/26/13 0:00,01:06.2
40570878,NOODLE CAFE ZEN,1,31,SAINT MARK'S PLACE,10003,2125336855,49,04/9/13 0:00,F,04L,23,B,04/9/13 0:00,01:06.2
40570878,NOODLE CAFE ZEN,1,31,SAINT MARK'S PLACE,10003,2125336855,49,04/9/13 0:00,F,10F,23,B,04/9/13 0:00,01:06.2
40573444,IROHA JAPANESE RESTAURANT,1,152,WEST   49 STREET,10019,2123989049,49,08/29/13 0:00,D,10B,6,A,08/29/13 0:00,01:06.2
40560896,YAKITORI TAISHO,1,5,ST MARKS PLACE,10003,2122285086,49,04/16/13 0:00,F,04L,17,B,04/16/13 0:00,01:06.2
40561058,MIYAGI JAPANESE HOME COOKING,1,220,WEST   13 STREET,10011,2126203830,49,02/11/13 0:00,U,04M,27,Z,02/11/13 0:00,01:06.2
40561058,MIYAGI JAPANESE HOME COOKING,1,220,WEST   13 STREET,10011,2126203830,49,02/11/13 0:00,U,06C,27,Z,02/11/13 0:00,01:06.2
40580639,UDON WEST,1,11,ST MARKS PLACE,10003,6466915269,49,06/26/13 0:00,F,02G,37,C,06/26/13 0:00,01:06.2
40545227,ARIYOSHI JAPANESE RESTAURANT,4,41-13,QUEENS BOULEVARD,11104,7189373288,49,05/2/13 0:00,F,10F,32,C,05/2/13 0:00,01:06.2
40546234,KURUMAZUSHI RESTAURANT,1,7,EAST 47 STREET,10017,2123172802,49,03/27/13 0:00,D,06F,12,A,03/27/13 0:00,01:06.2
40594703,RESTAURANT RIKI,1,141,EAST 45 STREET,10017,2129865604,49,07/8/13 0:00,D,10F,6,A,07/8/13 0:00,01:06.2
40594741,MONSTER SUSHI,1,158,WEST   23 STREET,10011,2126209131,49,03/28/13 0:00,D,06F,12,A,03/28/13 0:00,01:06.2
40580639,UDON WEST,1,11,ST MARKS PLACE,10003,6466915269,49,06/26/13 0:00,F,06F,37,C,06/26/13 0:00,01:06.2
40594703,RESTAURANT RIKI,1,141,EAST 45 STREET,10017,2129865604,49,07/8/13 0:00,D,09B,6,A,07/8/13 0:00,01:06.2
40585345,SUSHIYA JAPANESE RESTAURANT,1,28,WEST 56 STREET,10019,2122475756,49,08/2/13 0:00,D,06D,9,A,08/2/13 0:00,01:06.2
40585345,SUSHIYA JAPANESE RESTAURANT,1,28,WEST 56 STREET,10019,2122475756,49,08/2/13 0:00,D,10D,9,A,08/2/13 0:00,01:06.2
40612297,ISE JAPANESE RESTAURANT,1,58,WEST   56 STREET,10019,2127078702,49,07/30/13 0:00,U,04H,16,Z,07/30/13 0:00,01:06.2
40612297,ISE JAPANESE RESTAURANT,1,58,WEST   56 STREET,10019,2127078702,49,07/30/13 0:00,U,06C,16,Z,07/30/13 0:00,01:06.2
40577928,SUSHI OF GARI,1,402,EAST   78 STREET                                  ,10075,2125175340,49,07/11/13 0:00,U,10F,7,A,07/11/13 0:00,01:06.2
40561171,SHIMA,1,188,2 AVENUE,10003,2122606303,49,01/7/13 0:00,U,02B,24,B,01/7/13 0:00,01:06.2
40561171,SHIMA,1,188,2 AVENUE,10003,2122606303,49,01/7/13 0:00,U,04L,24,B,01/7/13 0:00,01:06.2
40580639,UDON WEST,1,11,ST MARKS PLACE,10003,6466915269,49,06/26/13 0:00,F,06A,37,C,06/26/13 0:00,01:06.2
40620325,BOND ST,1,6,BOND STREET,10012,2127772500,49,03/26/13 0:00,U,06D,13,A,03/26/13 0:00,01:06.2
40573444,IROHA JAPANESE RESTAURANT,1,152,WEST   49 STREET,10019,2123989049,49,08/29/13 0:00,D,10F,6,A,08/29/13 0:00,01:06.2
40594741,MONSTER SUSHI,1,158,WEST   23 STREET,10011,2126209131,49,03/28/13 0:00,D,02H,12,A,03/28/13 0:00,01:06.2
40577928,SUSHI OF GARI,1,402,EAST   78 STREET                                  ,10075,2125175340,49,07/11/13 0:00,U,06E,7,A,07/11/13 0:00,01:06.2
40665792,HATSUHANA,1,237,PARK AVENUE,10017,2126613400,49,11/29/12 0:00,D,06D,12,A,11/29/12 0:00,01:06.2
40665792,HATSUHANA,1,237,PARK AVENUE,10017,2126613400,49,11/29/12 0:00,D,06E,12,A,11/29/12 0:00,01:06.2
40602670,SOBA-YA,1,229,EAST    9 STREET                                  ,10003,2125336966,49,04/4/13 0:00,U,04L,14,B,04/4/13 0:00,01:06.2
40602670,SOBA-YA,1,229,EAST    9 STREET                                  ,10003,2125336966,49,04/4/13 0:00,U,10F,14,B,04/4/13 0:00,01:06.2
40580639,UDON WEST,1,11,ST MARKS PLACE,10003,6466915269,49,06/26/13 0:00,F,02B,37,C,06/26/13 0:00,01:06.2
40580639,UDON WEST,1,11,ST MARKS PLACE,10003,6466915269,49,06/26/13 0:00,F,06C,37,C,06/26/13 0:00,01:06.2
40620119,PLANET SUSHI,1,200,WEST   79 STREET,10024,2127122162,49,08/19/13 0:00,D,02G,13,A,08/19/13 0:00,01:06.2
40620325,BOND ST,1,6,BOND STREET,10012,2127772500,49,03/26/13 0:00,U,04H,13,A,03/26/13 0:00,01:06.2
40672460,HANA SUSHI,1,211,7 AVENUE,10011,2126209950,49,03/25/13 0:00,D,10I,9,A,03/25/13 0:00,01:06.2
40674704,YAMA,1,38-40,CARMINE STREET,10014,2129899330,49,05/23/13 0:00,D,04L,9,A,05/23/13 0:00,01:06.2
40662783,SUGIYAMA RESTAURANT,1,251,WEST   55 STREET,10019,2129560670,49,02/19/13 0:00,D,10F,8,A,02/19/13 0:00,01:06.2
40672460,HANA SUSHI,1,211,7 AVENUE,10011,2126209950,49,03/25/13 0:00,D,04L,9,A,03/25/13 0:00,01:06.2
40698892,15 EAST RESTAURANT,1,15,EAST   15 STREET,10003,2126470015,49,03/22/13 0:00,F,10B,64,C,03/22/13 0:00,01:06.2
40672460,HANA SUSHI,1,211,7 AVENUE,10011,2126209950,49,03/25/13 0:00,D,10H,9,A,03/25/13 0:00,01:06.2
40660138,NOBU NEXT DOOR,1,105,HUDSON STREET,10013,2123349869,49,04/30/13 0:00,D,06C,12,A,04/30/13 0:00,01:06.2
40674704,YAMA,1,38-40,CARMINE STREET,10014,2129899330,49,05/23/13 0:00,D,08A,9,A,05/23/13 0:00,01:06.2
40698892,15 EAST RESTAURANT,1,15,EAST   15 STREET,10003,2126470015,49,03/22/13 0:00,F,05H,64,C,03/22/13 0:00,01:06.2
40698892,15 EAST RESTAURANT,1,15,EAST   15 STREET,10003,2126470015,49,03/22/13 0:00,F,06E,64,C,03/22/13 0:00,01:06.2
40704315,AKI ON WEST 4TH,1,181,WEST    4 STREET,10014,2129895440,49,03/5/13 0:00,U,04L,12,A,03/5/13 0:00,01:06.2
40660138,NOBU NEXT DOOR,1,105,HUDSON STREET,10013,2123349869,49,04/30/13 0:00,D,02B,12,A,04/30/13 0:00,01:06.2
40698892,15 EAST RESTAURANT,1,15,EAST   15 STREET,10003,2126470015,49,03/22/13 0:00,F,06F,64,C,03/22/13 0:00,01:06.2
40665792,HATSUHANA,1,237,PARK AVENUE,10017,2126613400,49,11/29/12 0:00,D,10F,12,A,11/29/12 0:00,01:06.2
40704315,AKI ON WEST 4TH,1,181,WEST    4 STREET,10014,2129895440,49,03/5/13 0:00,U,06F,12,A,03/5/13 0:00,01:06.2
40731939,SATOYA JAPANESE RESTAURANT,4,98-12,QUEENS BOULEVARD,11374,7188971788,49,07/3/13 0:00,D,10F,12,A,07/3/13 0:00,01:06.2
40698892,15 EAST RESTAURANT,1,15,EAST   15 STREET,10003,2126470015,49,03/22/13 0:00,F,02G,64,C,03/22/13 0:00,01:06.2
40720423,SOBA NIPPON JAPANESE RESTAURANT,1,666,5 AVENUE,10019,2124892525,49,07/25/13 0:00,B,,,A,07/25/13 0:00,01:06.2
40720887,SUSHI SAMBA,1,247A,PARK AVENUE SOUTH,10003,2124759377,49,06/12/13 0:00,U,02B,10,A,06/12/13 0:00,01:06.2
40725787,MASATO,1,NKA       ,GRAND CENTRAL STATION                             ,10017,2129723688,49,04/29/13 0:00,U,06C,22,B,04/29/13 0:00,01:06.2
40698892,15 EAST RESTAURANT,1,15,EAST   15 STREET,10003,2126470015,49,03/22/13 0:00,F,02B,64,C,03/22/13 0:00,01:06.2
40750917,SHIKI,3,1863-1867 ,86 STREET                                         ,11214,7188371586,49,04/2/13 0:00,U,04M,27,Z,04/2/13 0:00,01:06.2
40750917,SHIKI,3,1863-1867 ,86 STREET                                         ,11214,7188371586,49,04/2/13 0:00,U,06F,27,Z,04/2/13 0:00,01:06.2
40698892,15 EAST RESTAURANT,1,15,EAST   15 STREET,10003,2126470015,49,03/22/13 0:00,F,04D,64,C,03/22/13 0:00,01:06.2
40723281,OTAFUKU,1,236,EAST 9 STREET,10003,2123538503,49,07/1/13 0:00,U,04A,20,B,07/1/13 0:00,01:06.2
40729002,SAJI'S JAPANESE FOOD,1,256,WEST  109 STREET,10025,2127491834,49,09/9/13 0:00,D,10F,7,A,09/9/13 0:00,01:06.2
40725787,MASATO,1,NKA       ,GRAND CENTRAL STATION                             ,10017,2129723688,49,04/29/13 0:00,U,10F,22,B,04/29/13 0:00,01:06.2
40750917,SHIKI,3,1863-1867 ,86 STREET                                         ,11214,7188371586,49,04/2/13 0:00,U,04C,27,Z,04/2/13 0:00,01:06.2
40723281,OTAFUKU,1,236,EAST 9 STREET,10003,2123538503,49,07/1/13 0:00,U,05H,20,B,07/1/13 0:00,01:06.2
